-0.009097916	-0.01097563	-0.001539149	-0.01271948	-0.008180324	-0.004824926	-0.002750622	-0.004761395	-0.008614541
-0.00906964	-0.01083527	-0.001909183	-0.0128321	-0.008197913	-0.005347226	-0.003309902	-0.005069247	-0.00896294
-0.009037893	-0.01069272	-0.002260358	-0.01293223	-0.008210082	-0.005844757	-0.003842577	-0.005363522	-0.009289269
-0.009002871	-0.01054818	-0.002593187	-0.01302028	-0.008217043	-0.006318106	-0.004349288	-0.005644548	-0.009594127
-0.008964767	-0.01040188	-0.002908186	-0.01309664	-0.008219007	-0.00676786	-0.004830676	-0.00591265	-0.009878103
-0.008923778	-0.010254	-0.003205867	-0.0131617	-0.008216187	-0.007194604	-0.005287382	-0.006168155	-0.01014179
-0.008880099	-0.01010478	-0.003486746	-0.01321586	-0.008208794	-0.007598925	-0.005720047	-0.006411388	-0.01038579
-0.008833926	-0.0099544	-0.003751336	-0.01325952	-0.008197037	-0.007981408	-0.006129312	-0.006642676	-0.01061068
-0.008785453	-0.009803088	-0.004000151	-0.01329306	-0.00818113	-0.008342641	-0.006515818	-0.006862344	-0.01081707
-0.008734876	-0.009651048	-0.004233706	-0.01331689	-0.008161283	-0.008683208	-0.006880206	-0.00707072	-0.01100554
-0.008682391	-0.009498488	-0.004452515	-0.01333139	-0.00813771	-0.009003698	-0.007223116	-0.007268129	-0.0111767
-0.008628191	-0.009345618	-0.00465709	-0.01333696	-0.008110616	-0.009304695	-0.00754519	-0.007454897	-0.01133112
-0.008572474	-0.009192647	-0.004847948	-0.013334	-0.00808022	-0.009586787	-0.007847069	-0.007631351	-0.01146942
-0.008515433	-0.009039783	-0.005025602	-0.01332289	-0.00804673	-0.009850558	-0.008129393	-0.007797816	-0.01159217
-0.008457266	-0.008887235	-0.005190565	-0.01330405	-0.008010356	-0.0100966	-0.008392804	-0.00795462	-0.01169997
-0.008398167	-0.008735213	-0.005343353	-0.01327785	-0.007971311	-0.01032549	-0.008637943	-0.008102087	-0.01179343
-0.00833833	-0.008583929	-0.005484479	-0.01324469	-0.007929807	-0.01053782	-0.008865451	-0.008240545	-0.01187312
-0.008277952	-0.008433584	-0.005614457	-0.01320497	-0.007886054	-0.01073417	-0.009075967	-0.008370319	-0.01193964
-0.008217228	-0.008284395	-0.005733802	-0.01315908	-0.007840265	-0.01091514	-0.009270134	-0.008491735	-0.0119936
-0.008156353	-0.008136567	-0.005843027	-0.01310742	-0.007792649	-0.0110813	-0.009448594	-0.008605121	-0.01203557
-0.008095522	-0.00799031	-0.005942646	-0.01305038	-0.00774342	-0.01123325	-0.009611985	-0.008710801	-0.01206615
-0.008034932	-0.007845834	-0.006033174	-0.01298835	-0.007692787	-0.01137157	-0.009760949	-0.008809102	-0.01208595
-0.007974776	-0.007703346	-0.006115126	-0.01292173	-0.007640963	-0.01149684	-0.009896128	-0.00890035	-0.01209554
-0.00791525	-0.007563057	-0.006189013	-0.01285091	-0.00758816	-0.01160966	-0.01001816	-0.008984872	-0.01209552
-0.007856551	-0.007425175	-0.006255352	-0.0127763	-0.007534587	-0.0117106	-0.01012769	-0.009062992	-0.0120865
-0.007798872	-0.007289909	-0.006314656	-0.01269827	-0.007480457	-0.01180026	-0.01022536	-0.009135041	-0.01206905
-0.007742409	-0.007157468	-0.006367439	-0.01261723	-0.007425982	-0.01187923	-0.01031181	-0.009201339	-0.01204377
-0.007687359	-0.007028062	-0.006414216	-0.01253357	-0.007371372	-0.01194808	-0.01038767	-0.009262215	-0.01201127
-0.007633915	-0.006901899	-0.0064555	-0.01244769	-0.007316839	-0.0120074	-0.0104536	-0.009317996	-0.01197212
-0.007582274	-0.006779189	-0.006491805	-0.01235998	-0.007262594	-0.01205778	-0.01051022	-0.009369007	-0.01192693
-0.00753263	-0.006660141	-0.006523646	-0.01227083	-0.007208848	-0.01209981	-0.01055819	-0.009415574	-0.01187628
-0.007485179	-0.006544963	-0.006551536	-0.01218064	-0.007155814	-0.01213407	-0.01059814	-0.009458025	-0.01182078
-0.007440117	-0.006433864	-0.006575991	-0.0120898	-0.007103703	-0.01216115	-0.01063072	-0.009496684	-0.011761
-0.007397638	-0.006327055	-0.006597523	-0.01199871	-0.007052725	-0.01218164	-0.01065656	-0.009531878	-0.01169756
-0.007357938	-0.006224742	-0.006616647	-0.01190777	-0.007003092	-0.01219611	-0.0106763	-0.009563933	-0.01163104
-0.007321212	-0.006127137	-0.006633877	-0.01181735	-0.006955016	-0.01220517	-0.0106906	-0.009593176	-0.01156202
-0.007287656	-0.006034447	-0.006649728	-0.01172787	-0.006908709	-0.01220939	-0.01070008	-0.009619932	-0.01149112
-0.007257465	-0.005946883	-0.006664712	-0.01163971	-0.00686438	-0.01220935	-0.01070539	-0.009644528	-0.01141892
-0.007230834	-0.005864652	-0.006679346	-0.01155328	-0.006822242	-0.01220566	-0.01070716	-0.009667289	-0.01134601
-0.007038093	-0.005582647	-0.006699678	-0.0112307	-0.006629699	-0.01212331	-0.01067181	-0.009604225	-0.01112277
-0.006953632	-0.005416235	-0.006682542	-0.01107288	-0.006540602	-0.01206998	-0.01058615	-0.009594099	-0.01097768
-0.006922233	-0.005321522	-0.006688032	-0.01098343	-0.00649908	-0.01204551	-0.01053472	-0.009610146	-0.01089848
-0.006925958	-0.005274766	-0.006717712	-0.01093435	-0.006484448	-0.01204263	-0.01051965	-0.009639862	-0.01085762
-0.006954312	-0.005262844	-0.006764935	-0.01090983	-0.006487605	-0.01206514	-0.01054038	-0.009675006	-0.01083562
-0.007001055	-0.005274579	-0.006828098	-0.01090407	-0.006503939	-0.01208394	-0.0105687	-0.009718566	-0.01082664
-0.007058954	-0.005307174	-0.006902818	-0.01090818	-0.006528095	-0.01211965	-0.01061632	-0.009765507	-0.01082797
-0.007126244	-0.005351103	-0.006988147	-0.01092239	-0.006558106	-0.01215809	-0.01067339	-0.009816531	-0.01083645
-0.007198813	-0.00540411	-0.007080842	-0.01095317	-0.006600053	-0.01220202	-0.01074108	-0.009870278	-0.01085048
-0.007278254	-0.005463653	-0.007179247	-0.01098724	-0.006644409	-0.01224643	-0.01081067	-0.009927217	-0.01086818
-0.007360158	-0.005526898	-0.007281723	-0.01102171	-0.006690495	-0.01229566	-0.01088468	-0.009983922	-0.01089159
-0.007443732	-0.005594614	-0.00738846	-0.01105964	-0.006737603	-0.01234784	-0.01096353	-0.01004816	-0.01091882
-0.007534384	-0.005669863	-0.007499402	-0.01109651	-0.006787079	-0.01240112	-0.0110435	-0.01011029	-0.01095188
-0.00762555	-0.005743972	-0.007610597	-0.0111374	-0.006836344	-0.01245754	-0.01112842	-0.01017627	-0.01099094
-0.007718182	-0.005819668	-0.007725892	-0.01117773	-0.006884872	-0.01251524	-0.01121433	-0.01024762	-0.01103408
-0.007811636	-0.005897817	-0.007841335	-0.0112207	-0.006936015	-0.01257236	-0.01130296	-0.01031215	-0.01108122
-0.007905241	-0.005975348	-0.007958694	-0.01126376	-0.006987381	-0.01263096	-0.01139217	-0.01039793	-0.01113224
-0.0079983	-0.006053306	-0.008075838	-0.0113064	-0.007038639	-0.01268916	-0.01148005	-0.01046441	-0.01118701
-0.008092169	-0.006130879	-0.008192448	-0.0113481	-0.007091261	-0.01275084	-0.0115665	-0.01053026	-0.01124332
-0.008188181	-0.006209301	-0.008308203	-0.0113922	-0.007142805	-0.01281387	-0.01165507	-0.01059544	-0.01130284
