-0.007370915	-0.006725544	-0.005539513
-0.008523704	-0.00756924	-0.006133311
-0.009643108	-0.008392073	-0.006712523
-0.0107298	-0.009194466	-0.007277474
-0.01178445	-0.009976845	-0.007828493
-0.01280774	-0.01073963	-0.008365905
-0.01380034	-0.01148325	-0.008890039
-0.01476291	-0.01220813	-0.009401222
-0.01569614	-0.01291469	-0.00989978
-0.0166007	-0.01360335	-0.01038604
-0.01747726	-0.01427454	-0.01086033
-0.01832649	-0.01492868	-0.01132298
-0.01914907	-0.0155662	-0.01177431
-0.01994567	-0.01618751	-0.01221466
-0.02071696	-0.01679306	-0.01264434
-0.02146362	-0.01738325	-0.01306369
-0.02218632	-0.01795851	-0.01347304
-0.02288573	-0.01851927	-0.0138727
-0.02356252	-0.01906595	-0.01426301
-0.02421738	-0.01959897	-0.01464429
-0.02485096	-0.02011876	-0.01501688
-0.02546395	-0.02062575	-0.0153811
-0.02605703	-0.02112034	-0.01573727
-0.02663085	-0.02160298	-0.01608573
-0.02718609	-0.02207409	-0.01642679
-0.02772344	-0.02253407	-0.0167608
-0.02824356	-0.02298338	-0.01708807
-0.02874712	-0.02342241	-0.01740893
-0.0292348	-0.02385161	-0.01772371
-0.02970727	-0.02427139	-0.01803274
-0.0301652	-0.02468218	-0.01833634
-0.03060927	-0.0250844	-0.01863484
-0.03104015	-0.02547847	-0.01892857
-0.03145852	-0.02586482	-0.01921786
-0.03186503	-0.02624388	-0.01950303
-0.03226038	-0.02661606	-0.0197844
-0.03264524	-0.0269818	-0.02006232
-0.03302027	-0.02734151	-0.0203371
-0.03338615	-0.02769562	-0.02060907
-0.033614	-0.02792407	-0.02078193
-0.03392534	-0.02821939	-0.02100886
-0.03426798	-0.02854301	-0.02126335
-0.03462756	-0.02887332	-0.02152301
-0.03499767	-0.02922471	-0.02179962
-0.03534789	-0.02958205	-0.0220772
-0.03571205	-0.02996769	-0.02236455
-0.03608058	-0.03034639	-0.02265879
-0.03644895	-0.03072381	-0.0229589
-0.03681815	-0.03109987	-0.02326363
-0.03718503	-0.03147453	-0.02357333
-0.03755014	-0.03184592	-0.02388446
-0.03791403	-0.03221794	-0.02419714
-0.03827498	-0.03258665	-0.02451332
-0.03863308	-0.03295205	-0.02482923
-0.03898872	-0.03331598	-0.02514683
-0.03934229	-0.03367637	-0.02546603
-0.03969396	-0.03403507	-0.02578488
-0.04004182	-0.03439004	-0.02610538
-0.04038609	-0.03475146	-0.02643572
-0.04072697	-0.03507886	-0.02672518
-0.04106651	-0.03539753	-0.02700797
-0.04140287	-0.03572565	-0.02729585
-0.04173423	-0.03604609	-0.02757304
-0.04206035	-0.03636463	-0.02784874
-0.04238723	-0.03668366	-0.0281212
-0.04270943	-0.03699964	-0.02839258
-0.04302909	-0.03731266	-0.0286609
-0.04334833	-0.03762469	-0.0289281
-0.04366335	-0.03793402	-0.02919428
-0.04397631	-0.03824706	-0.02946374
-0.04428731	-0.03855619	-0.02972883
-0.04459646	-0.03886133	-0.02999154
-0.04490207	-0.03916246	-0.03025203
-0.04520818	-0.03946341	-0.0305102
-0.04551104	-0.03976233	-0.03076808
-0.04581263	-0.04005532	-0.03102377
-0.04611105	-0.04034834	-0.03127929
-0.04640856	-0.04063542	-0.03152861
-0.04670536	-0.04092228	-0.03177535
-0.04699956	-0.04120532	-0.03202153
-0.04729322	-0.0414887	-0.03226738
-0.04758448	-0.04177067	-0.03251313
-0.04787357	-0.04204921	-0.03275696
-0.04816256	-0.04232622	-0.03299887
-0.04844962	-0.04260178	-0.03323887
-0.04873684	-0.04287599	-0.03347906
-0.04902034	-0.04314689	-0.03371763
-0.04930403	-0.04341668	-0.03395671
-0.04958795	-0.04367949	-0.03419035
-0.04987032	-0.04394301	-0.03442434
-0.0501512	-0.04420557	-0.03465691
-0.05043064	-0.04446523	-0.0348881
-0.05070871	-0.044724	-0.03511801
-0.05098549	-0.04497996	-0.03534669
-0.05126311	-0.04523513	-0.03557424
-0.05153962	-0.04548763	-0.03580073
-0.05181301	-0.04573948	-0.03602628
-0.0520873	-0.04598883	-0.03624889
-0.05236052	-0.04623772	-0.0364705
-0.05263278	-0.04648431	-0.03669122
-0.05290422	-0.0467286	-0.03691116
-0.05317288	-0.04697057	-0.03713043
-0.0534428	-0.04721414	-0.03734893
-0.05371204	-0.04745542	-0.03756653
-0.05398051	-0.04769445	-0.03778337
-0.05424628	-0.04793125	-0.03799959
-0.05451134	-0.04816588	-0.03821328
-0.0547756	-0.04840047	-0.03842642
-0.05503923	-0.04863323	-0.03863916
-0.0553024	-0.04886609	-0.03885142
-0.05556505	-0.04909702	-0.03906312
-0.05582712	-0.04932614	-0.03927236
-0.05608854	-0.04955353	-0.03948116
-0.05634745	-0.04977746	-0.03968787
-0.05660587	-0.05000169	-0.0398945
-0.05686376	-0.050224	-0.04010282
-0.05712109	-0.05044452	-0.04030889
-0.05737782	-0.05066337	-0.04051472
-0.05763393	-0.05088069	-0.04071847
-0.05788941	-0.05109845	-0.04092216
-0.05814425	-0.05131264	-0.04112576
-0.05839844	-0.05152524	-0.04132926
-0.0586499	-0.05173823	-0.0415308
-0.05890047	-0.05194972	-0.04173219
-0.05915016	-0.05215989	-0.04193341
-0.05939898	-0.05236866	-0.04213264
-0.05964512	-0.05257599	-0.04232986
-0.05989253	-0.05278207	-0.04252898
-0.06013915	-0.05298685	-0.0427261
-0.06038294	-0.05319029	-0.04292122
-0.06062579	-0.05339262	-0.04311825
-0.06086773	-0.05359381	-0.04331332
-0.06110882	-0.05379384	-0.04350643
-0.06134887	-0.0539927	-0.04370152
-0.0615877	-0.05419038	-0.04389471
-0.06182538	-0.05438504	-0.04408604
-0.062062	-0.05458061	-0.04427943
-0.06229556	-0.05477526	-0.04447105
-0.06252798	-0.05496902	-0.04466274
-0.06275936	-0.05515984	-0.0448525
-0.06298954	-0.05535164	-0.04504038
-0.06321838	-0.05554055	-0.04523031
-0.06344599	-0.05573053	-0.04541849
-0.06367249	-0.05591772	-0.04560678
-0.06389777	-0.056104	-0.04579318
-0.0641217	-0.05628943	-0.04597778
-0.06434442	-0.05647407	-0.04616246
-0.06456583	-0.05665593	-0.04634706
-0.06478583	-0.05683896	-0.04653164
-0.06500458	-0.05701936	-0.0467145
-0.065222	-0.05719904	-0.04689753
-0.065438	-0.05737783	-0.04707877
-0.06565069	-0.05755584	-0.04726013
-0.0658639	-0.05773316	-0.04743965
-0.06607575	-0.05790785	-0.04761924
-0.06628618	-0.05808181	-0.04779878
-0.06649514	-0.05825519	-0.0479763
-0.0667026	-0.05842811	-0.04815374
-0.06690854	-0.05860043	-0.04832915
-0.06711498	-0.05877022	-0.04850448
-0.06731802	-0.05893945	-0.0486778
-0.06751973	-0.05910801	-0.04885104
-0.0677201	-0.05927396	-0.04902227
-0.06791913	-0.05943929	-0.04919345
-0.06811682	-0.05960415	-0.04936266
-0.06831294	-0.05976871	-0.04953185
-0.0685075	-0.05993289	-0.04970094
-0.06870053	-0.06009478	-0.04986799
-0.06889207	-0.06025639	-0.05003499
-0.06908215	-0.06041764	-0.05020003
-0.06927082	-0.06057848	-0.0503651
-0.06945813	-0.06073703	-0.05053011
-0.06964207	-0.06089531	-0.05069317
-0.06982659	-0.06105326	-0.05085627
-0.07000969	-0.06120902	-0.05101934
-0.07018937	-0.06136463	-0.05118051
-0.07036962	-0.06152004	-0.05134178
-0.07054843	-0.06167524	-0.0515031
-0.07072593	-0.06182837	-0.0516626
-0.07090221	-0.06197941	-0.05182022
-0.07107712	-0.06213015	-0.05197775
-0.07124871	-0.0622806	-0.05213331
-0.07142101	-0.0624289	-0.05228894
-0.07159205	-0.06257713	-0.05244459
-0.07176174	-0.06272528	-0.05259843
-0.07193021	-0.06287336	-0.0527525
-0.07209761	-0.06301748	-0.05290469
-0.07226385	-0.06316154	-0.05305498
-0.07242885	-0.06330554	-0.05320543
-0.07259069	-0.06344952	-0.05335603
-0.07275344	-0.06359556	-0.05350883
-0.07291522	-0.0637359	-0.05365812
-0.07307596	-0.06387629	-0.05380571
-0.0732356	-0.06401677	-0.05395344
-0.07339411	-0.06415735	-0.05410129
-0.07354959	-0.06429809	-0.05424747
-0.07370411	-0.06443697	-0.05439404
-0.07385761	-0.06457402	-0.05453896
-0.07401007	-0.06471137	-0.05468406
-0.07416146	-0.06484702	-0.05482937
-0.07431177	-0.06498282	-0.05497101
-0.07446098	-0.06511885	-0.05511292
-0.07460911	-0.0652531	-0.05525511
-0.07475822	-0.06538746	-0.05539763
-0.07490261	-0.06552018	-0.05553844
-0.07504618	-0.06565135	-0.0556794
-0.07518896	-0.06578285	-0.05581876
-0.07533097	-0.06591477	-0.05595654
-0.07547223	-0.06604512	-0.05609462
-0.07561278	-0.06617582	-0.05623307
-0.0757506	-0.06630489	-0.05636986
-0.07588754	-0.06643423	-0.05650689
-0.07602365	-0.06656396	-0.05664422
-0.07615899	-0.0666921	-0.05677985
-0.07629363	-0.06681877	-0.05691568
-0.07642763	-0.06694407	-0.05704789
-0.07656107	-0.06706993	-0.05718046
-0.07669377	-0.0671944	-0.05731347
-0.07682558	-0.06731941	-0.05744493
-0.07695659	-0.06744301	-0.05757676
-0.07708689	-0.06756714	-0.05770697
-0.07721452	-0.06768985	-0.05783748
-0.07734142	-0.0678131	-0.0579684
-0.0774677	-0.06793494	-0.05809775
-0.0775914	-0.06805734	-0.05822539
-0.07771447	-0.06817834	-0.05835325
-0.07783703	-0.06829993	-0.05848146
-0.07795897	-0.06842018	-0.05860804
-0.07808018	-0.06853897	-0.05873496
-0.0782008	-0.06865828	-0.05886025
-0.07831892	-0.06877618	-0.05898587
-0.07843651	-0.06889466	-0.05910989
-0.07855165	-0.0690118	-0.05923218
-0.07866816	-0.06912959	-0.05935469
-0.07878204	-0.06924611	-0.0594755
-0.07889531	-0.06936127	-0.05959657
-0.07900607	-0.06947708	-0.05971597
-0.07911632	-0.06959163	-0.05983567
-0.07922806	-0.06970483	-0.05995375
-0.07933735	-0.06981869	-0.06007218
-0.07944622	-0.06993131	-0.06018907
-0.07955279	-0.0700447	-0.06030637
-0.07965884	-0.07015696	-0.0604222
-0.07976433	-0.07026804	-0.06053645
-0.07986741	-0.07037994	-0.06065113
-0.07997193	-0.07049077	-0.06076434
-0.08007399	-0.07060048	-0.06087805
-0.08017564	-0.07070901	-0.0609904
-0.08027504	-0.07081838	-0.06110129
-0.08037607	-0.07092671	-0.06121274
-0.08047485	-0.07103396	-0.06132285
-0.08057137	-0.07114396	-0.06143156
-0.08066952	-0.07125276	-0.06154089
-0.08076543	-0.07136036	-0.06165076
-0.0808591	-0.07146668	-0.06175906
-0.08095445	-0.07157379	-0.06186781
-0.0810476	-0.07167982	-0.06197513
-0.08113859	-0.07178473	-0.06208098
-0.08123133	-0.07188848	-0.0621874
-0.08132197	-0.07199314	-0.06229251
-0.08141238	-0.07209685	-0.06239628
-0.0815005	-0.07219958	-0.06250075
-0.08158848	-0.07230312	-0.06260588
-0.08167636	-0.07240746	-0.06270958
-0.08176214	-0.07251076	-0.06281388
-0.08184768	-0.07261302	-0.06291695
-0.08193305	-0.07271421	-0.06301877
-0.08201651	-0.07281432	-0.06311932
-0.08209994	-0.07291541	-0.06322064
-0.08218136	-0.07301749	-0.06332275
-0.08226267	-0.07311846	-0.06342354
-0.08234187	-0.07321834	-0.06352302
-0.08242295	-0.07331712	-0.06362324
-0.0825021	-0.0734148	-0.06372239
-0.08258126	-0.07351346	-0.06382231
-0.08265844	-0.07361129	-0.06392089
-0.08273558	-0.07371011	-0.06401818
-0.08281072	-0.07380785	-0.06411623
-0.08288577	-0.07390454	-0.06421323
-0.0829588	-0.07400017	-0.06430922
-0.08303174	-0.07409478	-0.06440602
-0.08310471	-0.07419227	-0.06450157
-0.08317785	-0.07428877	-0.06459589
-0.08324922	-0.0743843	-0.06469109
-0.08332078	-0.07447889	-0.06478719
-0.08339059	-0.07457257	-0.06488213
-0.08346064	-0.07466536	-0.06497596
-0.08352899	-0.07475912	-0.06506871
-0.08359761	-0.07485179	-0.06516042
-0.08366458	-0.07494341	-0.06525292
-0.0837319	-0.07503402	-0.06534421
-0.08379764	-0.07512572	-0.06543429
-0.0838638	-0.07521855	-0.06552532
-0.08393028	-0.07531049	-0.0656173
-0.08399312	-0.07540158	-0.06570824
-0.08405614	-0.07549186	-0.06579818
-0.08411743	-0.07558321	-0.06588718
-0.08417899	-0.0756736	-0.0659771
-0.08423894	-0.07576307	-0.06606593
-0.08429927	-0.07585169	-0.06615374
-0.08435994	-0.07594134	-0.06624057
-0.08441906	-0.07602999	-0.06632832
-0.08447865	-0.0761177	-0.06641498
-0.08453865	-0.07620454	-0.06650059
-0.08459514	-0.07629238	-0.06658707
-0.08465195	-0.07637922	-0.0666724
-0.08470722	-0.07646512	-0.06675665
-0.08476298	-0.07655013	-0.0668399
-0.08481921	-0.07663617	-0.06692405
-0.08487405	-0.07672121	-0.0670071
-0.08492746	-0.07680535	-0.06708911
-0.08498124	-0.07689045	-0.067172
-0.08503355	-0.07697455	-0.06725378
-0.08508644	-0.0770577	-0.06733453
-0.08513988	-0.07713998	-0.06741434
-0.08518998	-0.07722332	-0.06749511
-0.08524061	-0.0773057	-0.06757486
-0.08529177	-0.07738721	-0.06765369
-0.08534345	-0.07746977	-0.0677335
-0.08539176	-0.0775514	-0.06781233
-0.08544058	-0.07763217	-0.06789026
-0.08548994	-0.077714	-0.06796923
-0.08553593	-0.07779494	-0.06804726
-0.08558245	-0.07787506	-0.06812445
-0.08562953	-0.07795628	-0.06820274
-0.08567717	-0.07803665	-0.06828015
-0.08572149	-0.07811627	-0.06835681
-0.08576643	-0.07819705	-0.06843464
-0.08581199	-0.07827497	-0.0685117
-0.08585613	-0.07835376	-0.06858808
-0.08589888	-0.07843149	-0.06866367
-0.08594234	-0.07850824	-0.06873833
