-0.01127073	-0.01423362	-0.001037088	-0.007917471	-0.00941438	-0.01010775
-0.01170911	-0.01487082	-0.001343176	-0.008258899	-0.01007075	-0.01020923
-0.01211838	-0.01546591	-0.001639879	-0.008582871	-0.0106949	-0.01030332
-0.01249933	-0.01601996	-0.001927409	-0.008889865	-0.01128761	-0.01039029
-0.01285273	-0.01653406	-0.002205979	-0.009180351	-0.01184966	-0.01047042
-0.01317937	-0.01700931	-0.002475801	-0.009454805	-0.01238185	-0.01054397
-0.01348004	-0.0174468	-0.002737086	-0.0097137	-0.01288495	-0.01061122
-0.0137555	-0.0178476	-0.002990047	-0.009957509	-0.01335975	-0.01067244
-0.01400655	-0.01821282	-0.003234897	-0.01018671	-0.01380703	-0.01072789
-0.01423396	-0.01854354	-0.003471847	-0.01040177	-0.01422759	-0.01077786
-0.01443852	-0.01884085	-0.003701109	-0.01060316	-0.0146222	-0.01082261
-0.01462102	-0.01910584	-0.003922897	-0.01079137	-0.01499165	-0.01086241
-0.01478222	-0.01933959	-0.004137421	-0.01096686	-0.01533672	-0.01089753
-0.01492292	-0.0195432	-0.004344894	-0.0111301	-0.0156582	-0.01092825
-0.01504391	-0.01971775	-0.004545528	-0.01128158	-0.01595688	-0.01095484
-0.01514595	-0.01986434	-0.004739536	-0.01142176	-0.01623353	-0.01097756
-0.01522983	-0.01998406	-0.00492713	-0.01155112	-0.01648895	-0.0109967
-0.01529633	-0.02007798	-0.005108521	-0.01167013	-0.01672391	-0.01101251
-0.01534625	-0.02014721	-0.005283922	-0.01177927	-0.01693921	-0.01102527
-0.01538035	-0.02019283	-0.005453546	-0.01187901	-0.01713562	-0.01103526
-0.01539942	-0.02021592	-0.005617603	-0.01196982	-0.01731394	-0.01104274
-0.01540425	-0.02021759	-0.005776308	-0.01205218	-0.01747494	-0.01104798
-0.01539561	-0.02019891	-0.005929871	-0.01212655	-0.01761942	-0.01105126
-0.01537429	-0.02016098	-0.006078504	-0.01219343	-0.01774815	-0.01105285
-0.01534107	-0.02010488	-0.006222421	-0.01225327	-0.01786192	-0.01105302
-0.01529674	-0.02003171	-0.006361833	-0.01230655	-0.01796152	-0.01105203
-0.01524206	-0.01994255	-0.006496952	-0.01235375	-0.01804773	-0.01105017
-0.01517784	-0.0198385	-0.006627991	-0.01239534	-0.01812134	-0.0110477
-0.01510484	-0.01972063	-0.006755162	-0.01243179	-0.01818313	-0.01104489
-0.01502385	-0.01959005	-0.006878676	-0.01246358	-0.01823388	-0.01104202
-0.01493566	-0.01944783	-0.006998747	-0.01249118	-0.01827438	-0.01103935
-0.01484104	-0.01929508	-0.007115586	-0.01251506	-0.01830542	-0.01103716
-0.01474078	-0.01913287	-0.007229405	-0.0125357	-0.01832777	-0.01103572
-0.01463566	-0.01896229	-0.007340417	-0.01255357	-0.01834223	-0.01103529
-0.01452646	-0.01878445	-0.007448834	-0.01256915	-0.01834958	-0.01103616
-0.01441397	-0.01860041	-0.007554867	-0.01258291	-0.0183506	-0.01103859
-0.01429896	-0.01841128	-0.00765873	-0.01259532	-0.01834609	-0.01104285
-0.01418222	-0.01821814	-0.007760635	-0.01260686	-0.01833681	-0.01104922
-0.01406454	-0.01802209	-0.007860793	-0.012618	-0.01832357	-0.01105796
-0.01374849	-0.01757785	-0.007946379	-0.01249008	-0.01816599	-0.01089837
