-0.003626175	-0.004281991	-0.005899431	-0.006343328	-0.0111788
-0.00389929	-0.0046814	-0.006583575	-0.006589009	-0.01132175
-0.004163364	-0.005062674	-0.00723405	-0.006822639	-0.01145539
-0.004418611	-0.005426268	-0.007851675	-0.007044553	-0.01158001
-0.004665241	-0.005772636	-0.008437266	-0.007255087	-0.01169595
-0.004903467	-0.006102232	-0.008991639	-0.007454576	-0.01180351
-0.005133501	-0.00641551	-0.009515612	-0.007643357	-0.01190301
-0.005355555	-0.006712923	-0.010010	-0.007821765	-0.01199476
-0.005569841	-0.006994926	-0.01047563	-0.007990136	-0.01207909
-0.005776571	-0.007261973	-0.01091331	-0.008148805	-0.01215629
-0.005975958	-0.007514518	-0.01132385	-0.008298109	-0.0122267
-0.006168212	-0.007753014	-0.01170808	-0.008438384	-0.01229062
-0.006353546	-0.007977915	-0.01206681	-0.008569964	-0.01234838
-0.006532173	-0.008189675	-0.01240087	-0.008693186	-0.01240027
-0.006704304	-0.00838875	-0.01271106	-0.008808386	-0.01244663
-0.006870151	-0.008575591	-0.0129982	-0.008915898	-0.01248776
-0.007029926	-0.008750654	-0.01326312	-0.00901606	-0.01252397
-0.007183842	-0.008914392	-0.01350662	-0.009109207	-0.0125556
-0.00733211	-0.00906726	-0.01372953	-0.009195673	-0.01258294
-0.007474943	-0.00920971	-0.01393266	-0.009275797	-0.01260631
-0.007612552	-0.009342197	-0.01411684	-0.009349912	-0.01262604
-0.007745149	-0.009465177	-0.01428287	-0.009418355	-0.01264243
-0.007872947	-0.0095791	-0.01443157	-0.009481463	-0.0126558
-0.007996158	-0.009684423	-0.01456376	-0.009539569	-0.01266646
-0.008114993	-0.009781598	-0.01468026	-0.00959301	-0.01267473
-0.008229664	-0.009871081	-0.01478189	-0.009642122	-0.01268093
-0.008340384	-0.009953324	-0.01486946	-0.009687241	-0.01268536
-0.008447365	-0.01002878	-0.01494379	-0.009728703	-0.01268835
-0.008550819	-0.01009791	-0.01500569	-0.009766842	-0.0126902
-0.008650957	-0.01016116	-0.01505599	-0.009801995	-0.01269124
-0.008747992	-0.01021898	-0.0150955	-0.009834498	-0.01269178
-0.008842136	-0.01027184	-0.01512504	-0.009864686	-0.01269214
-0.008933601	-0.01032018	-0.01514542	-0.009892896	-0.01269262
-0.009022598	-0.01036446	-0.01515747	-0.009919463	-0.01269354
-0.009109341	-0.01040513	-0.01516199	-0.009944722	-0.01269523
-0.009194041	-0.01044265	-0.01515981	-0.00996901	-0.01269798
-0.009276909	-0.01047747	-0.01515174	-0.009992662	-0.01270213
-0.009358158	-0.01051004	-0.01513861	-0.01001601	-0.01270798
-0.009438001	-0.01054083	-0.01512122	-0.0100394	-0.01271585
-0.009450692	-0.01050105	-0.01501133	-0.009961565	-0.01253328
-0.009501841	-0.0104781	-0.01490964	-0.009951402	-0.0124516
-0.009568236	-0.01048402	-0.01484224	-0.009971162	-0.01243415
-0.009650205	-0.01051929	-0.01481691	-0.01000855	-0.01245896
-0.009743989	-0.01057176	-0.01482234	-0.01006594	-0.01251886
-0.009843031	-0.01063774	-0.01484926	-0.01013717	-0.01260106
-0.009946023	-0.01071098	-0.01489265	-0.01021929	-0.01270329
-0.01005141	-0.01079049	-0.01494867	-0.0103091	-0.0128186
-0.0101574	-0.01087685	-0.01501063	-0.01040289	-0.01294116
-0.01026401	-0.01096651	-0.01507919	-0.01049854	-0.01306847
-0.01037102	-0.01105955	-0.01515291	-0.01059573	-0.01319777
-0.0104782	-0.01115399	-0.01523222	-0.01069593	-0.01332809
-0.0105835	-0.01124967	-0.01531546	-0.01079674	-0.01346051
-0.01068877	-0.01134848	-0.0154007	-0.01089779	-0.01359218
-0.01079401	-0.01144843	-0.01548993	-0.01099872	-0.0137241
-0.01089719	-0.01154934	-0.01558123	-0.01109915	-0.01385545
